Activity Type,Date,Time_Of_Day,Country,State,Environment,Title,Distance (Km),Calories,Duration,Avg HR
Running,6/25/2020,8:07:10 PM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.05,115,0:09:00,141
Cycling,6/25/2020,7:25:41 AM,USA,Texas,Outdoor,McKinney Cycling,7.06,275,0:17:00,156
Cycling,6/25/2020,5:27:26 AM,USA,Texas,Outdoor,McKinney Cycling,10.99,367,0:25:42,144
Cycling,6/25/2020,5:23:18 AM,USA,Texas,Outdoor,McKinney Cycling,52.08,"1,291",2:02:07,142
Walking,6/24/2020,9:43:28 PM,USA,Texas,Outdoor,McKinney Walking,0.36,29,05:18.2,107
Walking,6/24/2020,9:31:15 PM,USA,Texas,Outdoor,McKinney Walking,0.37,32,05:36.5,106
Walking,6/24/2020,9:15:28 PM,USA,Texas,Outdoor,McKinney Walking,0.17,29,02:10.6,133
Running,6/24/2020,9:09:51 PM,USA,Texas,Outdoor,McKinney Running,0.77,76,05:14.9,147
Walking,6/24/2020,9:07:23 PM,USA,Texas,Outdoor,McKinney Walking,0.17,14,02:06.3,106
Cycling,6/19/2020,5:21:08 AM,USA,Texas,Outdoor,McKinney Cycling,59.62,"1,478",2:20:30,145
Cycling,6/11/2020,5:53:38 AM,USA,Texas,Outdoor,McKinney Cycling,37.18,909,1:29:39,136
Running,6/10/2020,7:59:12 PM,USA,Texas,Outdoor,McKinney Running,3.69,389,0:31:15,143
Cycling,6/9/2020,5:50:18 AM,USA,Texas,Outdoor,McKinney Cycling,33.67,828,1:26:08,133
Cycling,6/7/2020,5:23:40 AM,USA,Texas,Outdoor,McKinney Cycling,58.68,"1,840",2:05:07,165
Cycling,5/31/2020,8:13:23 PM,USA,Texas,Outdoor,McKinney Cycling,55.22,"1,789",2:07:56,161
Cycling,5/28/2020,8:11:33 PM,USA,Texas,Outdoor,McKinney Cycling,43.02,"1,387",1:34:33,162
Cycling,5/26/2020,7:26:43 AM,USA,Texas,Outdoor,McKinney Cycling,31.56,"1,062",1:12:26,160
Cycling,5/9/2020,12:06:52 PM,USA,Texas,Outdoor,McKinney Cycling,44.43,"1,491",1:40:36,164
Cycling,5/3/2020,12:20:39 PM,USA,Texas,Outdoor,McKinney Cycling,37.99,"1,395",1:29:26,166
Cycling,4/30/2020,7:48:27 PM,USA,Texas,Outdoor,McKinney Cycling,38.99,"1,289",1:33:01,155
Running,4/12/2020,7:34:20 PM,USA,Texas,Outdoor,McKinney Running,1.09,88,07:49.7,149
Cycling,4/1/2020,8:46:58 PM,USA,Texas,Outdoor,McKinney Cycling,9.73,312,0:26:02,135
Cycling,3/31/2020,8:46:27 PM,USA,Texas,Outdoor,Cycling,13.51,298,0:30:40,122
Running,3/28/2020,12:20:06 PM,USA,Texas,Outdoor,McKinney Running,3.79,395,0:30:01,153
Running,3/24/2020,7:43:32 PM,USA,Texas,Outdoor,McKinney Running,3.39,353,0:26:58,153
Running,3/15/2020,12:31:14 PM,USA,Texas,Outdoor,McKinney Running,5.65,596,0:43:28,157
Running,3/10/2020,1:11:10 PM,USA,Texas,Outdoor,McKinney Running,3.78,384,0:31:05,145
Running,3/9/2020,7:38:11 PM,USA,Texas,Outdoor,McKinney Running,3.29,333,0:25:43,149
Running,3/7/2020,11:46:40 AM,USA,Texas,Outdoor,McKinney Running,5.06,555,0:39:15,157
Running,3/6/2020,2:23:29 PM,USA,Texas,Outdoor,McKinney Running,3.82,439,0:29:40,161
Running,3/5/2020,1:39:29 PM,USA,Texas,Outdoor,McKinney Running,3.71,440,0:29:38,162
Running,2/2/2020,12:04:37 PM,USA,Texas,Outdoor,McKinney Running,3.05,316,0:27:16,145
Running,1/26/2020,11:34:14 AM,Portugal,Lisbon,Outdoor,Lisbon Running,3.5,424,0:28:47,158
Running,1/19/2020,10:13:43 AM,Portugal,Lisbon,Outdoor,Lisbon Running,3.39,424,0:28:04,162
Running,1/18/2020,9:59:21 AM,Portugal,Lisbon,Outdoor,Lisbon Running,3.58,421,0:30:26,152
Cycling,1/5/2020,1:45:08 PM,USA,Texas,Outdoor,McKinney Cycling,23.49,959,1:01:25,166
Cycling,10/3/2019,6:40:02 PM,USA,Texas,Outdoor,Frisco Cycling,44.98,"1,192",1:44:41,144
Cycling,9/29/2019,6:45:30 PM,USA,Texas,Outdoor,McKinney Cycling,29.87,"1,061",1:10:10,162
Cycling,9/28/2019,8:21:38 AM,USA,Texas,Outdoor,McKinney Cycling,41.87,"1,253",1:56:03,144
Cycling,9/24/2019,6:44:07 PM,USA,Texas,Outdoor,Frisco Cycling,37.25,962,1:34:45,147
Cycling,7/28/2019,7:46:02 AM,USA,Texas,Outdoor,McKinney Cycling,38.46,"1,187",1:58:14,140
Cycling,8/15/2018,6:36:37 PM,USA,Texas,Outdoor,Frisco Cycling,45.9,"1,817",1:50:00,171
Cycling,7/14/2018,7:06:03 AM,USA,Texas,Outdoor,McKinney Cycling,35.68,"1,253",1:20:11,167
Cycling,7/7/2018,7:46:53 AM,USA,Texas,Outdoor,McKinney Cycling,35.4,"1,206",1:30:19,157
Running,7/5/2018,6:59:15 AM,USA,Texas,Outdoor,Frisco Running,4.84,405,0:30:09,--
Running,6/23/2018,8:00:05 AM,USA,Texas,Outdoor,Plano Running,10.98,928,1:10:59,--
Running,6/23/2018,6:39:02 AM,USA,Texas,Outdoor,Little Elm Running,0.01,--,00:17.5,--
Cycling,6/6/2018,9:21:27 PM,USA,Texas,Outdoor,McKinney Cycling,8.93,303,0:22:21,142
Cycling,6/4/2018,5:31:48 PM,USA,Texas,Outdoor,McKinney Cycling,11.06,304,0:24:31,132
Cycling,6/3/2018,7:13:59 AM,USA,Texas,Outdoor,McKinney Cycling,32.34,"1,006",1:19:30,144
Cycling,6/1/2018,7:29:13 AM,USA,Texas,Outdoor,McKinney Cycling,22.95,771,0:54:33,155
Cycling,4/12/2018,5:37:07 AM,USA,Texas,Outdoor,McKinney Cycling,26.48,858,1:04:58,150
Cycling,1/6/2018,3:50:23 PM,USA,Texas,Outdoor,Mckinney Cycling,39.39,"1,133",1:41:39,143
Cycling,9/24/2017,8:04:26 AM,USA,Texas,Outdoor,Mckinney Cycling,49.63,"1,283",2:16:24,134
Cycling,7/27/2017,6:40:07 PM,USA,Texas,Outdoor,Frisco Cycling,8.02,216,0:17:42,140
Cycling,7/19/2017,5:58:24 PM,USA,Texas,Outdoor,Mckinney Cycling,34.71,"1,315",1:27:33,161
Cycling,5/7/2017,6:40:14 AM,USA,Texas,Outdoor,Grapevine Cycling,99.4,"3,549",3:59:03,164
Cycling,4/15/2017,6:14:08 AM,USA,Texas,Outdoor,Frisco Cycling,109.36,"3,516",4:25:57,158
Cycling,4/11/2017,6:40:54 PM,USA,Texas,Outdoor,Frisco Cycling,51.93,"1,459",1:44:03,156
Cycling,3/2/2017,4:44:22 PM,USA,Texas,Outdoor,Mckinney Cycling,35.42,"1,580",1:53:56,--
Cycling,2/21/2017,2:36:34 PM,USA,Texas,Outdoor,McKinney Cycling,16.88,664,0:54:04,143
Cycling,12/29/2016,9:57:39 AM,USA,Texas,Outdoor,McKinney Cycling,38.24,"1,145",1:39:22,158
Cycling,12/28/2016,2:51:46 PM,USA,Texas,Outdoor,McKinney Cycling,39.72,"1,359",1:44:03,153
Cycling,12/27/2016,3:00:32 PM,USA,Texas,Outdoor,McKinney Cycling,6.73,246,0:22:32,131
Cycling,11/6/2016,7:41:27 AM,USA,Texas,Outdoor,McKinney Cycling,51.45,"1,518",2:04:13,150
Cycling,11/1/2016,6:51:39 PM,USA,Texas,Outdoor,Frisco Cycling,44.77,"1,582",1:34:35,172
Cycling,10/19/2016,9:30:45 AM,USA,Texas,Outdoor,Frisco Cycling,1.86,78,06:51.8,--
Cycling,10/19/2016,9:24:08 AM,USA,Texas,Outdoor,McKinney Cycling,1.53,69,05:00.5,--
Cycling,10/8/2016,7:58:10 AM,USA,Texas,Outdoor,McKinney Cycling,87.32,"4,774",3:47:20,160
Cycling,10/8/2016,7:54:04 AM,USA,Texas,Outdoor,McKinney Cycling,1.73,79,03:43.0,131
Cycling,9/23/2016,8:41:54 AM,USA,Texas,Outdoor,McKinney Cycling,23.04,545,1:13:45,117
Cycling,9/22/2016,8:31:56 AM,USA,Texas,Outdoor,McKinney Cycling,25.49,620,1:17:52,122
Cycling,9/21/2016,8:43:40 AM,USA,Texas,Outdoor,McKinney Cycling,21.8,925,1:14:05,--
Cycling,8/6/2016,7:37:21 AM,USA,Texas,Outdoor,Frisco Cycling,59.78,"2,060",2:08:47,167
Cycling,7/21/2016,6:37:04 PM,USA,Texas,Outdoor,Frisco Cycling,51.63,"2,883",1:49:23,--
Running,7/5/2016,7:45:27 AM,USA,Texas,Outdoor,Running,3.54,289,0:29:11,131
Running,6/25/2016,10:07:27 AM,USA,Texas,Outdoor,Running,1.04,109,08:29.1,155
Running,6/13/2016,5:54:28 PM,USA,Texas,Outdoor,Running,4.06,287,0:33:32,125
Cycling,6/11/2016,7:17:13 AM,USA,Texas,Outdoor,Frisco Cycling,60.73,"1,692",2:42:31,145
Running,5/25/2016,5:44:12 AM,USA,Texas,Outdoor,Running,4.02,308,0:33:13,121
Running,5/17/2016,8:08:10 AM,Brazil,Sao_Paulo,Outdoor,Taubate Running,4.82,268,0:54:09,101
Running,5/16/2016,8:09:56 AM,Brazil,Sao_Paulo,Outdoor,Taubate Running,5.62,328,0:53:40,111
Running,5/12/2016,5:38:59 AM,USA,Texas,Outdoor,McKinney Running,0.75,48,09:06.1,100
Cycling,5/1/2016,12:15:32 PM,USA,Texas,Outdoor,Fort Worth Cycling,22.8,788,0:56:47,150
Cycling,5/1/2016,6:47:59 AM,USA,Texas,Outdoor,Fort Worth Cycling,102.02,"3,364",4:09:34,154
Cycling,4/30/2016,5:26:13 AM,USA,Texas,Outdoor,Frisco Cycling,182.33,"5,367",6:44:51,155
Cycling,4/26/2016,11:51:21 AM,USA,Texas,Outdoor,Plano Cycling,19.04,592,0:48:20,139
Cycling,4/23/2016,6:57:21 AM,USA,Texas,Outdoor,Frisco Cycling,91.81,"2,439",3:13:11,153
Cycling,4/21/2016,5:53:01 PM,USA,Texas,Outdoor,Frisco Cycling,71.45,"2,268",2:34:06,163
Running,4/21/2016,5:40:10 AM,USA,Texas,Outdoor,Running,3.78,257,0:36:29,115
Running,4/20/2016,8:37:54 PM,USA,Texas,Outdoor,Running,5.4,434,0:45:37,133
Cycling,4/19/2016,6:36:48 PM,USA,Texas,Outdoor,Frisco Cycling,51.93,"1,636",1:43:08,164
Running,4/18/2016,6:16:46 PM,USA,Texas,Outdoor,Running,6.95,547,0:52:36,141
Cycling,4/14/2016,6:36:15 PM,USA,Texas,Outdoor,Frisco Cycling,52.81,"1,603",1:41:44,164
Running,4/13/2016,5:55:24 AM,USA,Texas,Outdoor,Running,4.62,353,0:33:59,137
Running,4/10/2016,9:39:50 AM,USA,Texas,Outdoor,McKinney Running,3.95,304,0:28:12,136
Running,4/8/2016,5:46:01 AM,USA,Texas,Outdoor,Running,4.8,323,0:37:39,121
Cycling,4/7/2016,6:37:55 PM,USA,Texas,Outdoor,Frisco Cycling,51.9,"1,514",1:47:34,156
Running,4/6/2016,6:15:52 PM,USA,Texas,Outdoor,Running,5.56,390,0:46:57,123
Cycling,4/5/2016,6:00:16 PM,USA,Texas,Outdoor,Frisco Cycling,60.79,"1,931",2:09:13,162
Running,4/2/2016,8:38:43 AM,USA,Texas,Outdoor,Running,5.91,426,0:42:31,131
Cycling,3/31/2016,6:34:52 PM,USA,Texas,Outdoor,Frisco Cycling,53.06,"1,364",1:42:39,152
Cycling,3/19/2016,7:31:52 AM,USA,Texas,Outdoor,Frisco Cycling,91.8,"2,873",3:32:49,159
Cycling,3/16/2016,6:31:30 PM,USA,Texas,Outdoor,Frisco Cycling,45.55,"1,381",1:35:23,158
Cycling,3/13/2016,3:28:00 PM,USA,Texas,Outdoor,Frisco Cycling,8.4,176,0:31:23,104
Cycling,3/5/2016,7:30:48 AM,USA,Texas,Outdoor,Frisco Cycling,104.47,"2,751",3:34:01,156
Cycling,3/3/2016,6:36:29 PM,USA,Texas,Outdoor,Frisco Cycling,52.99,"1,390",1:43:21,152
Cycling,3/2/2016,5:48:38 PM,USA,Texas,Outdoor,Frisco Cycling,66.05,"2,178",2:34:24,162
Cycling,2/27/2016,7:27:20 AM,USA,Texas,Outdoor,Frisco Cycling,105.81,"3,161",4:06:39,155
Cycling,2/18/2016,6:32:29 PM,USA,Texas,Outdoor,Frisco Cycling,51.3,"1,709",1:45:52,166
Cycling,2/16/2016,6:33:37 PM,USA,Texas,Outdoor,Frisco Cycling,52.01,"1,713",1:48:14,164
Cycling,2/7/2016,7:45:17 AM,USA,Texas,Outdoor,Frisco Cycling,102.54,"3,390",4:17:40,160
Cycling,1/31/2016,9:56:29 AM,USA,Texas,Outdoor,Frisco Cycling,39.65,"1,214",2:00:01,140
Cycling,1/24/2016,1:07:05 PM,USA,Texas,Outdoor,Frisco Cycling,43.12,"1,732",1:46:08,169
Cycling,1/17/2016,1:27:38 PM,USA,Texas,Outdoor,Frisco Cycling,40.41,"1,456",1:35:39,163
Cycling,1/10/2016,3:58:07 PM,USA,Texas,Outdoor,Frisco Cycling,34.98,"1,341",1:27:58,165
Cycling,1/3/2016,1:20:24 PM,USA,Texas,Outdoor,Frisco Cycling,44.16,"1,397",1:50:24,153
Cycling,12/5/2015,10:45:14 AM,USA,Texas,Outdoor,Frisco Cycling,43.61,"1,561",1:41:59,165
Cycling,10/27/2015,6:28:25 PM,USA,Texas,Outdoor,Frisco Cycling,44.73,"1,282",1:40:16,148
Cycling,10/3/2015,6:40:08 AM,USA,Texas,Outdoor,Frisco Cycling,114.36,"3,881",4:13:53,166
Cycling,9/29/2015,5:52:07 PM,USA,Texas,Outdoor,Frisco Cycling,75.34,"2,279",2:39:34,160
Cycling,9/27/2015,5:10:56 PM,USA,Texas,Outdoor,Frisco Cycling,36.91,"1,164",1:21:09,156
Cycling,9/15/2015,6:32:37 PM,USA,Texas,Outdoor,Frisco Cycling,53.1,"1,329",1:42:36,153
Cycling,9/12/2015,6:57:18 AM,USA,Texas,Outdoor,Frisco Cycling,170.5,"4,424",6:11:05,151
Cycling,9/10/2015,5:56:39 PM,USA,Texas,Outdoor,McKinney Cycling,72.29,"2,047",2:26:03,157
Cycling,9/7/2015,8:05:42 AM,USA,Texas,Outdoor,Aubrey Cycling,92.77,"2,914",3:14:19,163
Cycling,9/6/2015,6:53:34 AM,USA,Texas,Outdoor,Sunday: Not Recovery with STCC Group,77.8,"2,126",2:54:09,149
Cycling,9/1/2015,8:33:15 PM,USA,Texas,Outdoor,Frisco Cycling,10.89,497,0:32:07,158
Cycling,9/1/2015,5:55:21 PM,USA,Texas,Outdoor,Frisco Cycling,63.94,"1,873",2:05:09,160
Cycling,8/30/2015,6:57:18 AM,USA,Texas,Outdoor,STCC Hangover Group Sunday Ride - Frisco Cycling,74.5,"1,908",2:53:34,142
Cycling,8/27/2015,5:23:56 PM,USA,Texas,Outdoor,STCC Group A - Tuesday Night,76.53,"2,338",2:41:24,162
Cycling,8/22/2015,6:59:42 AM,USA,Texas,Outdoor,Untitled,92.01,"2,549",3:22:40,152
Cycling,8/18/2015,5:45:31 PM,USA,Texas,Outdoor,Frisco Cycling,75.09,"2,286",2:42:23,159
Cycling,8/15/2015,6:45:29 AM,USA,Texas,Outdoor,CPS B Cycling Training with STCC - 08/16/15,85.56,"2,300",3:11:21,147
Cycling,8/11/2015,6:35:24 PM,USA,Texas,Outdoor,STCC Stampede/Group A - Frisco Cycling,52.74,"1,456",1:42:32,157
Cycling,8/3/2015,6:42:31 PM,USA,Texas,Outdoor,Recovery Ride @ HR Zone 1-2: Frisco Cycling,40.51,983,1:38:42,133
Cycling,8/1/2015,6:49:16 AM,USA,Texas,Outdoor,"Short recovery ride, Saturday morning solo",36.88,"1,043",1:27:56,143
Cycling,7/30/2015,6:33:05 PM,USA,Texas,Outdoor,Frisco Cycling,53.21,"1,466",1:43:24,156
Cycling,7/28/2015,6:33:28 PM,USA,Texas,Outdoor,Frisco Cycling,53.09,"1,456",1:45:09,154
Cycling,7/27/2015,5:52:06 PM,USA,Texas,Outdoor,Frisco Cycling,47.78,"1,441",1:51:03,150
Cycling,7/25/2015,7:01:58 AM,USA,Texas,Outdoor,Frisco Cycling,56.23,"3,175",2:00:05,--
Cycling,7/21/2015,6:36:36 PM,USA,Texas,Outdoor,Frisco Cycling,51.98,"1,591",1:49:10,161
Cycling,7/18/2015,6:58:14 AM,USA,Texas,Outdoor,Frisco Cycling,92.28,"2,537",3:23:39,154
Cycling,7/16/2015,6:36:22 PM,USA,Texas,Outdoor,Frisco Cycling,51.97,"1,553",1:46:26,162
Cycling,7/14/2015,6:38:45 PM,USA,Texas,Outdoor,Frisco Cycling,44.69,"1,452",1:37:28,159
Cycling,7/13/2015,6:28:22 PM,USA,Texas,Outdoor,Frisco Cycling,26.8,920,1:00:48,161
Cycling,7/8/2015,7:33:12 PM,USA,Texas,Outdoor,Plano Cycling,7.79,403,0:18:58,--
Cycling,7/8/2015,6:14:12 PM,USA,Texas,Outdoor,Plano Cycling,21.88,"1,008",1:03:49,--
Cycling,7/7/2015,6:40:59 PM,USA,Texas,Outdoor,Frisco Cycling,54.72,"3,007",1:55:26,--
Cycling,6/30/2015,6:33:48 PM,USA,Texas,Outdoor,Frisco Cycling,36.24,"1,681",1:14:20,160
Cycling,6/27/2015,9:45:24 AM,USA,Texas,Outdoor,Frisco Cycling,30.23,"1,189",1:05:28,151
Cycling,6/27/2015,9:33:36 AM,USA,Texas,Outdoor,Frisco Cycling,0,--,00:01.5,80
Cycling,6/23/2015,6:39:06 PM,USA,Texas,Outdoor,Frisco Cycling,51.93,"2,305",1:47:48,149
Running,6/13/2015,8:49:24 AM,USA,Texas,Outdoor,McKinney Running,4.34,117,0:15:52,155
Cycling,6/7/2015,7:25:55 AM,USA,Texas,Outdoor,Frisco Cycling,66.33,"2,315",2:28:39,140
Cycling,5/31/2015,7:33:53 AM,USA,Texas,Outdoor,Frisco Cycling,52.42,"1,204",2:34:33,123
Cycling,5/28/2015,6:28:38 PM,USA,Texas,Outdoor,Frisco Cycling,55.49,"1,699",1:57:14,156
Running,5/23/2015,8:08:19 AM,USA,Texas,Outdoor,Frisco Running,7.19,295,1:09:25,125
Cycling,5/21/2015,5:49:45 PM,USA,Texas,Outdoor,Frisco Cycling,26.96,497,1:24:23,109
Cycling,5/19/2015,6:36:58 PM,USA,Texas,Outdoor,Frisco Cycling,51.76,"1,708",1:48:01,155
Cycling,5/16/2015,6:52:05 AM,USA,Texas,Outdoor,Frisco Cycling,1.34,56,06:45.7,112
Cycling,5/11/2015,5:16:17 PM,USA,Texas,Outdoor,Frisco Cycling,27,861,0:58:27,157
Cycling,4/18/2015,9:01:19 AM,USA,Texas,Outdoor,Frisco Cycling,47.83,"1,540",2:10:17,145
Cycling,4/11/2015,1:32:46 PM,USA,Texas,Outdoor,Frisco Cycling,54.51,"1,291",2:29:44,129
Cycling,4/7/2015,6:38:48 PM,USA,Texas,Outdoor,Frisco Cycling,51.77,"1,592",1:47:46,165
Running,4/4/2015,12:09:01 PM,USA,Texas,Outdoor,McKinney Running,16.8,463,1:04:12,165
Cycling,4/4/2015,11:48:24 AM,USA,Texas,Outdoor,Frisco Cycling,34.71,796,1:55:04,118
Cycling,3/31/2015,6:36:18 PM,USA,Texas,Outdoor,Frisco Cycling,50,"1,488",1:49:38,157
Cycling,3/29/2015,7:09:03 AM,USA,Texas,Outdoor,Frisco Cycling,66.42,"2,017",2:54:40,150
Cycling,3/22/2015,1:53:18 PM,USA,Texas,Outdoor,Untitled,39.15,"1,429",1:40:21,159
Cycling,3/15/2015,6:07:46 PM,USA,Texas,Outdoor,Untitled,0,--,00:01.9,--
Cycling,3/15/2015,7:25:50 AM,USA,Texas,Outdoor,Untitled,76.92,"2,746",3:14:39,155
Cycling,2/8/2015,7:22:07 AM,USA,Texas,Outdoor,Frisco Cycling,72.99,"2,210",3:04:12,152
Running,2/7/2015,7:55:08 AM,USA,Texas,Outdoor,Dallas Running,5.16,381,0:40:46,191
Running,2/7/2015,7:44:32 AM,USA,Texas,Outdoor,Dallas Running,0,--,00:04.7,123
Running,12/22/2014,10:23:30 AM,USA,Texas,Outdoor,Frisco Running,0.61,76,0:45:49,111
Running,12/22/2014,9:04:13 AM,USA,Texas,Outdoor,Frisco Running,5.53,304,0:56:46,139
Running,12/18/2014,9:31:00 AM,USA,Texas,Outdoor,Frisco Running,1.92,253,1:16:59,116
Running,12/16/2014,8:59:31 AM,USA,Texas,Outdoor,Frisco Running,1.55,220,1:03:22,116
Running,12/15/2014,8:35:59 AM,USA,Texas,Outdoor,Frisco Running,4.16,268,0:49:19,134
Cycling,12/13/2014,9:58:28 AM,USA,Texas,Outdoor,Untitled,50.71,"1,629",2:05:46,154
Running,12/3/2014,3:16:20 PM,USA,Texas,Outdoor,Frisco Running,0,--,00:02.5,--
Cycling,11/30/2014,3:17:45 PM,USA,Texas,Outdoor,Untitled,37.72,845,1:50:27,122
Cycling,11/29/2014,1:58:28 PM,USA,Texas,Outdoor,Untitled,30.1,"1,006",1:11:12,155
Cycling,10/14/2014,6:34:48 PM,USA,Texas,Outdoor,Untitled,52.1,"2,873",1:38:07,--
Cycling,10/9/2014,6:34:52 PM,USA,Texas,Outdoor,Untitled,50.7,"1,702",1:42:06,157
Cycling,10/4/2014,9:34:50 AM,USA,Texas,Outdoor,Untitled,41.42,"1,125",2:26:11,127
Cycling,10/4/2014,6:38:14 AM,USA,Texas,Outdoor,Untitled,40.22,"1,056",1:44:26,130
Cycling,9/30/2014,6:38:31 PM,USA,Texas,Outdoor,Untitled,50.95,"1,329",1:44:42,151
Cycling,9/27/2014,6:08:51 AM,USA,California,Outdoor,Canary Challenge - Ericsson Sponsored Event,162.51,"5,551",9:36:16,141
Cycling,9/26/2014,5:49:47 PM,USA,Texas,Outdoor,Untitled,24.7,761,1:12:55,139
Cycling,9/25/2014,6:37:46 PM,USA,Texas,Outdoor,Untitled,51.56,"1,283",1:43:14,150
Cycling,9/25/2014,6:51:10 AM,USA,Texas,Outdoor,Untitled,29.9,848,1:06:36,146
Cycling,9/23/2014,7:20:03 PM,USA,Texas,Outdoor,Untitled,26.85,822,0:56:13,154
Cycling,9/9/2014,6:30:45 PM,USA,Texas,Outdoor,Untitled,50.61,"1,390",1:52:59,152
Cycling,9/6/2014,6:26:12 AM,USA,Texas,Outdoor,Untitled,75.43,"2,058",2:53:29,147
Cycling,9/5/2014,5:58:56 AM,USA,Texas,Outdoor,Untitled,26.82,830,0:58:15,153
Cycling,9/1/2014,7:42:14 AM,USA,Texas,Outdoor,Untitled,37.59,632,2:06:54,101
Cycling,8/30/2014,6:44:51 AM,USA,Texas,Outdoor,Untitled,71.64,"1,750",2:48:08,142
Cycling,8/29/2014,5:34:24 AM,USA,Texas,Outdoor,Untitled,22.99,562,1:10:41,123
Cycling,8/28/2014,5:38:51 PM,USA,Texas,Outdoor,Untitled,74.53,"2,347",2:46:44,160
Cycling,8/24/2014,7:38:10 AM,USA,Texas,Outdoor,Untitled,27.15,474,1:28:22,102
Cycling,8/23/2014,6:38:53 AM,USA,Texas,Outdoor,Untitled,72.79,"1,810",2:54:29,140
Cycling,8/22/2014,5:31:33 AM,USA,Texas,Outdoor,Untitled,33.32,616,1:36:01,111
Cycling,8/16/2014,6:42:11 AM,USA,Texas,Outdoor,Untitled,91.31,"2,781",3:41:51,150
Cycling,8/13/2014,6:23:25 PM,USA,Texas,Outdoor,Untitled,26.85,801,1:06:36,144
Cycling,8/10/2014,8:30:55 AM,USA,Texas,Outdoor,Untitled,25.33,574,1:17:59,115
Cycling,8/3/2014,8:09:26 AM,USA,Texas,Outdoor,Untitled,25.26,543,1:20:42,112
Cycling,8/2/2014,6:42:10 AM,USA,Texas,Outdoor,STCC 100k Challenge,99.39,"2,663",3:56:07,146
Cycling,7/31/2014,6:29:59 PM,USA,Texas,Outdoor,30miles marathon challenge,44.82,"1,408",1:39:04,158
Cycling,7/26/2014,6:33:41 AM,USA,Texas,Outdoor,STCC - CPS Ride,93.28,"3,080",3:43:21,158
Cycling,7/24/2014,6:30:53 PM,USA,Texas,Outdoor,Untitled,56.14,"2,628",1:50:35,--
Cycling,7/19/2014,6:36:23 AM,USA,Texas,Outdoor,Untitled,73.88,"2,197",2:52:51,154
Cycling,7/4/2014,7:22:38 AM,USA,Texas,Outdoor,Untitled,67.5,"2,206",2:39:30,160
Cycling,6/14/2014,7:59:00 AM,USA,Texas,Outdoor,Untitled,76.54,"2,754",3:15:38,163
Cycling,6/5/2014,6:39:52 PM,USA,Texas,Outdoor,Untitled,44.51,"1,594",1:39:38,165
Cycling,6/4/2014,6:05:26 PM,USA,Texas,Outdoor,Untitled,33.86,986,1:27:22,139
Cycling,5/15/2014,8:28:15 PM,USA,Texas,Outdoor,Untitled,10.66,475,0:31:16,158
Cycling,5/15/2014,6:11:37 PM,USA,Texas,Outdoor,Untitled,50.32,"1,528",1:45:30,159
Cycling,5/4/2014,6:31:52 AM,USA,Texas,Outdoor,MS150 2014 Day_2,110.57,"3,716",4:58:41,149
Cycling,5/3/2014,2:30:42 PM,USA,Texas,Outdoor,MS150 2014 Day 1_2,21.4,742,0:50:50,154
Cycling,5/3/2014,7:05:20 AM,USA,Texas,Outdoor,MS150 2014 Day 1_1,148.3,"4,432",5:12:27,155
Cycling,4/29/2014,6:32:29 PM,USA,Texas,Outdoor,Untitled,43.87,"1,322",1:39:32,153
Cycling,4/26/2014,7:16:00 AM,USA,Texas,Outdoor,Untitled,102.64,"3,044",4:01:52,155
Cycling,4/22/2014,5:52:59 PM,USA,Texas,Outdoor,Untitled,5.89,169,0:16:24,133
Cycling,4/19/2014,6:57:47 AM,USA,Texas,Outdoor,Untitled,84,"2,045",3:29:20,139
Cycling,4/12/2014,7:10:38 AM,USA,Texas,Outdoor,Untitled,100.22,"2,959",4:01:10,157
Cycling,4/10/2014,6:31:12 PM,USA,Texas,Outdoor,Untitled,43.7,"1,430",1:41:31,159
Cycling,4/9/2014,11:22:32 AM,USA,Texas,Outdoor,Untitled,22.77,737,1:03:57,143
Cycling,4/8/2014,6:15:46 PM,USA,Texas,Outdoor,Untitled,26.93,954,1:05:48,162
Cycling,4/5/2014,8:03:54 AM,USA,Texas,Outdoor,shawnee trail - CPS Staturday Route,67.26,"2,000",2:37:56,155
Cycling,3/20/2014,6:42:09 PM,USA,Texas,Outdoor,Untitled,43.46,"2,109",1:38:29,--
Cycling,3/19/2014,4:59:39 PM,USA,Texas,Outdoor,15 Miles Timing Race,25.55,915,1:00:42,162
Cycling,2/23/2014,7:46:22 AM,USA,Texas,Outdoor,Fazendinha 45 Miles Route,84.73,"4,331",4:08:35,--
Cycling,2/16/2014,7:54:33 AM,USA,Texas,Outdoor,Treindo D ,26.83,"1,388",1:02:55,--
Cycling,2/9/2014,2:08:05 PM,USA,Texas,Outdoor,First 2014 Cycling Ride,26.51,841,1:04:28,--
Cycling,12/7/2013,6:40:20 AM,USA,Texas,Outdoor,Untitled,45.35,"2,609",3:15:14,157
Cycling,12/6/2013,7:09:31 AM,USA,Texas,Outdoor,Untitled,37.27,"1,425",1:28:20,169
Cycling,11/21/2013,4:39:19 PM,USA,Texas,Outdoor,Untitled,25.36,840,0:54:10,160
Cycling,11/16/2013,7:46:07 AM,USA,Texas,Outdoor,Untitled,109.21,"3,120",4:30:11,154
Cycling,11/9/2013,10:34:26 AM,USA,Texas,Outdoor,Untitled,72.81,"2,123",3:03:29,150
Cycling,11/2/2013,1:46:38 PM,USA,Texas,Outdoor,13 mph windy ride,77.15,"2,338",3:31:34,149
